employee_id,age,department,education_level,region,remote_work,years_experience,monthly_salary,performance_score,satisfaction_score,bonus_pct
1629,40.0,Marketing,Masters,East,No,21.6,"$8,737.05",5.2,83.9,2.39
1107,24.0,Engineering,Bachelors,East,Yes,0.0,"$8,927.98",6.1,75.3,
1116,51.0,Finance,High School,South,Yes,27.1,"$10,451.74",7.3,,
1437,32.0,Sales,Masters,West,Yes,8.1,"$6,864.02",8.0,62.9,
1366,31.0,Engineering,Bachelors,East,Yes,5.7,"$9,207.33",7.5,48.0,
1372,49.0,Engineering,Masters,North,Yes,29.5,"$12,754.67",7.4,61.8,1.83
1037,31.0,Sales,Bachelors,South,No,3.3,"$5,771.98",9.5,78.7,6.99
1416,43.0,Engineering,PhD,South,Yes,21.7,"$11,865.76",5.6,77.3,0.31
1205,54.0,Sales,Bachelors,North,No,28.9,"$9,645.20",7.3,90.6,0.24
1245,38.0,Marketing,Masters,South,No,19.7,"$8,821.91",8.1,89.6,0.32
1222,35.0,Engineering,High School,West,Yes,9.0,"$9,638.68",,55.4,0.4
1247,,Marketing,Bachelors,West,No,11.4,"$7,126.52",8.1,59.0,3.85
1521,48.0,Finance,Bachelors,East,No,24.2,"$10,262.72",6.3,72.1,3.45
1466,26.0,Support,High School,East,Yes,5.0,"$5,486.19",5.9,72.0,
1250,30.0,Engineering,Bachelors,South,No,7.3,"$9,988.15",7.4,74.6,4.03
1123,32.0,Sales,Bachelors,North,No,3.0,"$5,614.32",7.3,62.7,
1568,31.0,Sales,Bachelors,South,No,8.8,"$6,413.34",5.7,53.7,
1165,38.0,Marketing,High School,North,Yes,16.2,"$8,499.40",6.0,46.1,
1574,43.0,Support,Masters,South,Yes,22.6,"$8,166.65",8.6,90.4,1.97
1542,22.0,Marketing,Bachelors,South,No,0.0,"$5,499.62",9.9,60.0,
1552,43.0,Sales,Bachelors,North,No,19.9,"$7,835.54",6.9,45.7,1.18
1240,32.0,Sales,Masters,West,No,9.1,"$6,599.99",6.9,55.2,
1505,27.0,Marketing,Bachelors,East,Yes,5.8,"$6,584.10",7.5,60.0,11.16
1529,39.0,Support,Bachelors,East,No,13.8,"$6,621.55",,96.7,5.8
1296,36.0,Finance,Bachelors,East,No,10.8,"$8,552.50",9.2,76.2,1.25
1564,33.0,Marketing,Bachelors,South,Yes,11.9,"$7,356.25",9.3,73.5,0.68
1071,46.0,Sales,Bachelors,West,No,23.3,"$9,673.52",8.5,77.5,5.68
1397,32.0,Finance,Bachelors,South,Yes,11.0,"$8,246.84",9.0,75.0,
1365,44.0,Support,Bachelors,East,Yes,25.5,"$8,342.10",,66.5,4.03
1099,,Sales,Masters,North,No,17.8,"$8,216.78",7.5,,5.19
1383,36.0,Support,Bachelors,West,Yes,9.1,"$5,826.99",7.6,75.9,7.37
1616,36.0,Support,Masters,South,Yes,17.6,"$7,273.43",9.6,42.2,0.21
1031,27.0,Support,High School,West,No,4.9,"$5,345.23",7.7,72.7,
1341,,Sales,Masters,East,Yes,6.6,"$6,028.15",7.4,68.8,3.42
1456,49.0,Sales,Masters,South,Yes,26.9,"$9,365.95",6.9,58.9,0.18
1128,38.0,Sales,Bachelors,North,No,10.1,"$6,997.01",5.8,,
1560,41.0,Engineering,Bachelors,West,No,22.8,"$12,291.42",8.1,65.3,0.8
1002,39.0,Engineering,Masters,North,Yes,21.0,"$11,829.43",7.7,,
1376,33.0,Sales,Bachelors,South,No,7.6,"$6,558.06",3.0,58.3,1.59
1028,44.0,Sales,Bachelors,North,Yes,18.9,"$23,657.70",9.2,100.0,3.66
1090,42.0,Marketing,Bachelors,West,Yes,19.9,"$8,333.57",8.8,80.3,
1309,39.0,Engineering,Bachelors,North,No,15.3,"$10,719.99",6.3,50.4,2.64
1074,33.0,Engineering,PhD,North,No,8.8,"$9,594.86",6.1,88.0,1.83
1185,33.0,Support,Masters,West,Yes,11.9,"$6,389.80",4.1,,
1172,34.0,Marketing,Bachelors,North,No,10.5,"$7,096.94",6.5,48.8,
1510,38.0,Sales,Masters,North,No,16.2,"$7,530.67",8.0,61.5,11.95
1530,48.0,Engineering,Bachelors,West,No,30.5,"$13,306.13",3.4,81.3,
1501,35.0,Support,High School,South,Yes,14.8,"$6,695.63",7.4,73.0,
1409,38.0,Sales,Bachelors,East,No,12.1,"$7,377.80",9.5,56.9,
1092,35.0,Support,High School,East,Yes,8.8,"$6,331.66",8.0,,2.17
1426,28.0,Finance,Bachelors,East,No,4.3,"$7,161.90",3.3,47.4,4.49
1371,31.0,Support,Masters,East,No,8.0,"$5,581.01",6.0,81.1,
1578,46.0,Marketing,Bachelors,South,No,18.2,"$8,237.73",5.1,66.1,
1126,44.0,Engineering,Masters,East,No,18.3,"$11,761.18",7.8,63.9,7.39
1648,28.0,Marketing,Bachelors,North,No,6.9,"$6,719.08",8.6,,4.02
1316,42.0,Engineering,Bachelors,South,Yes,24.3,"$11,972.56",8.0,,
1377,51.0,HR,PhD,South,No,29.1,"$10,038.98",7.2,87.9,4.7
1013,37.0,Marketing,Bachelors,North,No,14.6,"$7,782.92",9.8,,14.67
1579,29.0,Finance,PhD,North,Yes,4.8,"$7,994.02",9.1,51.8,
1427,22.0,Engineering,Bachelors,North,Yes,0.0,"$9,452.21",5.7,39.9,0.7
1223,34.0,Support,PhD,North,No,14.0,"$7,013.51",6.0,66.7,10.59
1566,51.0,Support,Bachelors,South,Yes,23.1,"$35,699.00",7.2,46.2,
1239,27.0,Sales,Bachelors,North,No,2.7,"$5,808.00",5.1,59.7,4.54
1115,46.0,Sales,PhD,East,No,19.8,"$7,969.53",7.0,,
1534,45.0,Marketing,Bachelors,North,No,21.5,"$9,044.22",7.3,71.1,10.24
1310,36.0,Sales,Bachelors,South,No,11.9,"$7,468.45",5.1,94.4,
1144,30.0,Marketing,High School,West,Yes,6.9,"$6,398.31",7.8,48.4,20.72
1424,41.0,Sales,PhD,North,Yes,20.3,"$8,282.19",6.3,55.2,
1015,35.0,Engineering,Bachelors,North,No,14.0,"$10,518.03",6.7,,
1630,31.0,Finance,Bachelors,West,No,8.5,"$7,799.51",6.4,,
1055,22.0,Support,Bachelors,West,No,0.9,"$4,552.44",7.0,68.6,
1209,39.0,Sales,Bachelors,West,Yes,18.6,"$7,958.04",5.4,85.3,0.17
1345,42.0,Support,PhD,West,No,17.0,"$7,361.83",7.5,73.4,
1132,39.0,HR,PhD,East,Yes,22.9,"$8,882.82",5.1,84.8,0.21
1381,30.0,Marketing,Bachelors,East,No,7.0,"$7,619.48",9.1,40.3,0.8
1175,43.0,Sales,Masters,East,No,16.7,"$7,522.28",,63.7,3.32
1528,,HR,Bachelors,West,No,3.1,"$6,064.94",7.4,70.1,
1192,31.0,Engineering,Masters,North,No,8.2,"$10,019.28",7.6,88.8,2.55
1271,58.0,Sales,High School,South,Yes,34.9,"$10,446.22",6.9,,7.31
1435,42.0,Sales,PhD,North,Yes,21.3,"$8,277.12",7.5,42.3,2.97
1124,52.0,Engineering,Masters,South,No,27.5,"$13,117.53",7.0,60.3,
1139,42.0,Support,Masters,South,Yes,19.6,"$7,684.31",4.7,59.3,4.86
1613,40.0,HR,Bachelors,South,Yes,17.2,"$8,128.75",8.3,54.6,0.62
1052,26.0,Sales,Bachelors,West,No,1.6,"$5,574.15",5.6,,3.63
1221,61.0,Engineering,Masters,East,No,42.4,"$14,863.04",6.8,82.0,2.17
1113,46.0,Engineering,High School,West,Yes,19.2,"$11,860.91",6.2,42.7,10.68
1266,45.0,Sales,PhD,North,Yes,23.6,"$8,687.52",6.2,83.4,2.65
1473,39.0,Sales,Masters,North,No,16.5,"$7,670.06",6.1,67.3,3.07
1273,22.0,Sales,Masters,West,Yes,0.3,"$5,089.10",6.2,81.9,3.05
1343,42.0,Finance,Masters,West,No,16.4,"$9,653.65",5.1,100.0,
1257,30.0,Finance,Bachelors,East,No,10.0,"$7,848.61",7.0,,0.65
1183,35.0,Marketing,Bachelors,West,No,14.4,"$7,981.57",9.3,54.3,
1106,30.0,Support,Bachelors,South,No,8.3,"$6,104.80",6.7,90.8,
1301,44.0,Support,Bachelors,East,Yes,27.3,"$8,704.57",5.8,27.0,1.24
1058,48.0,Marketing,Masters,South,No,22.5,"$9,060.23",6.2,74.6,6.77
1647,32.0,Sales,High School,West,No,9.9,"$6,892.82",5.7,59.4,2.02
1241,31.0,Finance,Bachelors,South,No,6.8,"$8,023.95",4.8,,2.02
1231,39.0,Sales,Bachelors,West,No,16.9,"$7,678.61",8.0,69.3,2.51
1154,38.0,Marketing,Bachelors,East,Yes,18.5,"$8,299.19",6.3,76.4,0.61
1327,37.0,Finance,Bachelors,East,Yes,11.5,"$8,239.19",6.8,53.5,
1206,24.0,Engineering,Bachelors,West,No,3.4,"$8,941.98",7.1,83.6,2.91
1484,41.0,Engineering,Masters,North,Yes,22.1,"$11,728.86",7.4,,2.65
1295,23.0,Finance,Bachelors,South,No,4.6,"$7,290.15",6.2,65.2,3.95
1151,22.0,Finance,Masters,North,No,0.0,"$7,330.12",8.5,,
1500,33.0,Marketing,Masters,South,Yes,11.0,"$7,138.68",8.4,72.8,0.1
1164,48.0,Sales,Bachelors,North,No,28.5,"$10,529.97",5.7,73.5,2.5
1168,23.0,Finance,Bachelors,West,Yes,3.7,"$6,893.23",6.4,57.8,6.72
1436,29.0,Sales,Masters,West,No,8.5,"$6,912.62",6.3,71.8,4.15
1207,47.0,Sales,Masters,South,No,28.3,"$9,680.48",6.4,54.3,5.43
1189,25.0,Support,Bachelors,North,Yes,2.5,"$5,060.74",5.3,41.7,
1483,22.0,Marketing,High School,South,No,1.6,"$6,025.79",,57.4,0.62
1325,42.0,Finance,Bachelors,South,No,21.3,"$9,696.94",8.2,,0.29
1146,28.0,Engineering,Bachelors,South,No,9.7,"$10,162.47",7.2,75.8,2.53
1475,30.0,Engineering,Bachelors,East,Yes,10.8,"$9,966.60",8.2,86.1,3.94
1227,34.0,Sales,Bachelors,South,No,13.6,"$7,157.74",7.4,83.4,1.74
1217,43.0,Sales,Masters,East,No,23.0,"$8,544.72",7.3,64.2,
1195,22.0,Sales,High School,North,No,2.5,"$5,693.86",6.5,47.9,0.78
1203,33.0,Marketing,Masters,West,No,16.2,"$8,261.82",5.8,42.9,0.66
1299,22.0,Support,Masters,West,Yes,0.0,"$4,619.27",6.6,77.0,3.84
1595,46.0,Sales,Bachelors,East,Yes,21.2,"$8,279.04",5.0,59.9,
1598,44.0,Marketing,Bachelors,West,No,18.7,"$8,274.79",9.6,74.8,0.33
1524,36.0,Marketing,Masters,East,No,19.6,"$8,566.62",6.2,74.4,1.55
1513,36.0,Sales,Masters,North,No,15.5,"$7,570.91",7.3,57.6,
1485,37.0,Sales,PhD,South,Yes,14.5,"$7,761.07",8.7,94.4,0.58
1390,22.0,Finance,High School,South,No,1.5,"$6,529.71",,83.0,
1540,33.0,Finance,Masters,South,No,14.3,"$8,855.37",6.8,88.4,5.59
1176,34.0,Sales,High School,South,No,9.0,"$6,588.33",7.6,56.0,6.28
1602,,Support,High School,West,No,39.4,"$10,859.38",8.0,80.9,
1095,36.0,Engineering,Bachelors,West,No,14.1,"$10,639.17",9.2,60.0,1.09
1230,21.0,Sales,Bachelors,North,No,12.2,"$7,028.99",8.5,62.8,
1481,36.0,Engineering,PhD,South,No,22.1,"$11,830.30",,47.1,
1281,46.0,Sales,Bachelors,North,No,26.3,"$8,794.33",,48.7,
1518,31.0,Support,Bachelors,East,No,11.4,"$6,369.39",6.0,63.6,9.27
1404,31.0,Sales,High School,West,No,11.3,"$6,681.89",8.0,85.8,
1502,30.0,Finance,Masters,North,Yes,6.1,"$7,447.16",7.3,71.8,
1229,31.0,Marketing,Masters,East,No,5.8,"$6,739.15",8.8,88.3,
1101,43.0,Finance,Bachelors,West,Yes,20.0,"$10,352.93",5.0,62.2,2.58
1291,33.0,Finance,Bachelors,North,Yes,10.0,"$8,015.99",6.9,70.2,2.19
1597,41.0,Support,Masters,North,No,19.9,"$7,846.53",,68.9,0.67
1445,,Engineering,Bachelors,North,No,7.7,"$9,535.78",5.4,,3.66
1367,57.0,Support,Masters,North,No,37.6,"$10,046.49",7.6,55.0,0.79
1633,39.0,Sales,Bachelors,East,No,15.7,"$8,003.26",6.2,64.2,
1054,33.0,Support,Masters,South,No,15.1,"$7,075.33",7.3,57.2,1.3
1228,43.0,Marketing,Bachelors,West,No,18.7,"$8,431.41",7.5,59.8,6.47
1392,38.0,Sales,Masters,East,Yes,24.2,"$8,810.12",7.2,61.9,
1645,43.0,Marketing,Bachelors,East,No,19.0,"$8,645.18",6.0,81.9,6.2
1263,46.0,Engineering,PhD,West,Yes,20.8,"$45,268.47",7.5,68.0,1.16
1155,37.0,Sales,High School,West,No,14.2,"$7,398.85",7.5,86.2,1.73
1252,22.0,Finance,Bachelors,South,Yes,0.1,"$6,500.43",7.0,49.9,
1276,43.0,Engineering,Bachelors,East,No,20.2,"$11,542.88",7.0,82.0,1.35
1187,52.0,Engineering,Masters,South,No,29.4,"$13,168.99",6.8,67.4,0.52
1159,33.0,Support,Bachelors,South,Yes,9.9,"$6,054.86",7.7,56.6,1.08
1272,37.0,Sales,Masters,West,No,12.5,"$6,831.28",8.4,70.2,
1045,34.0,Finance,PhD,South,No,9.3,"$8,292.93",7.8,64.8,
1169,41.0,Engineering,Masters,South,No,20.5,"$11,411.35",9.5,74.5,4.54
1114,47.0,Marketing,High School,East,No,24.3,"$9,369.41",7.0,86.8,3.79
1025,48.0,Support,Bachelors,West,No,23.6,"$8,353.42",8.8,71.3,1.24
1212,29.0,Marketing,Masters,South,Yes,10.5,"$7,136.99",6.1,86.4,
1109,38.0,Sales,High School,East,Yes,15.2,"$7,500.96",6.8,82.7,1.44
1321,34.0,Finance,Bachelors,South,No,8.8,"$7,614.51",6.8,47.8,0.41
1170,30.0,HR,Bachelors,West,No,7.4,"$6,987.81",7.5,81.7,7.1
1080,41.0,Support,Bachelors,South,No,25.4,"$8,493.23",5.3,,4.63
1051,22.0,Sales,Bachelors,West,No,0.0,"$4,926.43",5.9,48.0,
1522,47.0,Engineering,Masters,West,Yes,27.7,"$12,700.86",8.4,,2.71
1085,40.0,Sales,High School,East,Yes,12.1,"$7,055.98",6.5,86.8,0.68
1009,52.0,Sales,Bachelors,East,No,26.6,"$9,327.39",7.4,70.4,0.58
1033,40.0,Engineering,High School,West,No,17.9,"$11,371.14",5.4,52.0,0.82
1100,22.0,HR,Masters,North,No,0.0,"$5,485.26",6.4,75.6,
1110,34.0,Finance,Bachelors,West,No,16.0,"$9,027.84",6.4,86.9,13.45
1137,29.0,HR,Masters,East,Yes,8.1,"$18,366.21",7.6,78.4,8.01
1331,35.0,Support,PhD,North,No,14.0,"$6,446.21",7.4,68.6,
1223,34.0,Support,PhD,North,No,14.0,"$7,013.51",6.0,66.7,10.59
1029,22.0,Sales,High School,East,Yes,1.6,"$5,190.51",6.5,71.4,
1288,40.0,Engineering,High School,North,No,16.3,"$10,916.07",8.0,74.0,
1572,43.0,Finance,Bachelors,West,Yes,22.3,"$10,153.28",7.4,62.0,7.37
1056,49.0,Support,Bachelors,East,No,29.2,"$9,215.51",7.3,79.2,7.45
1157,45.0,Engineering,Masters,West,No,21.3,"$11,923.12",4.1,81.7,
1622,33.0,Engineering,Bachelors,South,Yes,8.0,"$9,805.71",7.0,54.1,0.12
1601,37.0,Engineering,High School,West,Yes,13.2,"$10,543.06",3.0,50.1,1.09
1311,47.0,Engineering,Bachelors,North,Yes,29.1,"$13,017.44",8.4,68.8,7.0
1049,46.0,Support,Masters,West,Yes,25.9,"$8,534.98",7.8,87.7,8.98
1084,50.0,Sales,Bachelors,West,No,27.4,"$9,571.27",7.5,48.8,
1509,34.0,Engineering,Bachelors,West,No,14.0,"$10,837.67",7.0,69.6,
1559,48.0,Marketing,Bachelors,East,Yes,25.7,"$9,440.56",4.7,87.8,4.08
1034,48.0,Engineering,Bachelors,East,Yes,29.6,"$13,173.72",6.1,54.4,
1478,46.0,Marketing,Masters,West,No,21.5,"$8,958.59",9.4,41.0,0.0
1438,35.0,Marketing,Masters,North,No,13.5,"$7,823.90",6.1,63.4,1.51
1036,22.0,Sales,Bachelors,North,Yes,1.5,"$5,665.38",7.5,84.1,3.28
1332,22.0,Sales,Masters,East,No,0.0,"$5,029.23",6.8,63.5,1.19
1064,47.0,Support,PhD,South,No,26.2,"$8,433.92",6.0,,0.28
1414,,Finance,Masters,East,No,23.2,"$10,162.75",,81.8,
1385,26.0,Engineering,Bachelors,East,No,5.0,"$9,061.50",7.5,75.8,1.83
1593,45.0,Engineering,Bachelors,East,No,28.7,"$13,159.36",7.4,85.3,
1323,,Engineering,High School,North,No,34.6,"$14,845.76",6.0,72.7,2.22
1452,52.0,Finance,Bachelors,North,No,28.2,"$10,973.78",8.1,75.1,
1235,22.0,HR,Bachelors,South,Yes,2.4,"$5,550.05",7.9,70.6,
1463,36.0,HR,Masters,South,Yes,12.5,"$7,485.97",6.4,87.9,6.51
1425,60.0,Marketing,Masters,South,Yes,37.5,"$11,282.38",9.2,68.4,
1588,34.0,Engineering,Bachelors,South,No,15.9,"$10,834.02",6.9,85.1,3.18
1304,48.0,Marketing,Bachelors,East,Yes,24.1,"$9,338.89",,44.8,2.09
1590,38.0,Sales,High School,West,No,14.5,"$7,260.67",,,2.0
1220,45.0,Engineering,Bachelors,East,Yes,17.5,"$12,317.78",8.9,,0.13
1649,22.0,Support,Masters,North,No,4.8,"$5,233.43",7.5,59.2,
1297,54.0,HR,Masters,East,Yes,29.9,"$10,344.39",5.6,76.9,0.13
1022,24.0,Engineering,Bachelors,South,Yes,0.0,"$9,086.02",7.7,80.0,21.66
1421,37.0,Support,Masters,South,Yes,13.1,"$6,619.97",9.6,83.6,
1326,23.0,Support,Masters,North,No,2.7,"$5,224.90",,,3.7
1200,39.0,Engineering,PhD,South,No,13.2,"$10,540.23",7.2,70.1,2.55
1451,41.0,Sales,High School,West,No,18.1,"$8,037.80",,56.5,
1138,35.0,Engineering,Bachelors,North,Yes,14.3,"$10,635.29",7.7,86.9,7.48
1213,40.0,Sales,Masters,North,No,20.7,"$8,832.98",9.0,59.0,4.42
1644,39.0,Engineering,Bachelors,East,No,17.0,"$11,111.73",4.9,82.1,3.41
1624,45.0,Engineering,Bachelors,West,Yes,23.7,"$12,111.76",7.2,55.4,
1614,49.0,HR,PhD,West,Yes,26.7,"$9,306.62",6.4,59.1,
1506,27.0,Support,High School,South,Yes,4.3,"$5,079.32",7.9,52.2,3.91
1544,45.0,HR,PhD,East,Yes,22.6,"$8,868.42",6.5,92.9,5.05
1232,47.0,Engineering,Masters,West,Yes,22.7,"$11,943.52",5.2,98.7,3.88
1406,39.0,Finance,Masters,South,Yes,11.8,"$8,230.63",6.5,100.0,2.32
1318,35.0,Support,Bachelors,West,No,12.7,"$6,644.45",,,
1184,22.0,Engineering,Masters,West,No,2.0,"$8,851.00",8.1,,4.17
1571,44.0,Engineering,High School,East,No,23.0,"$11,726.15",10.0,,
1569,33.0,Engineering,Masters,West,Yes,12.1,"$10,172.01",,77.6,4.06
1486,38.0,Engineering,Bachelors,South,No,16.2,"$11,103.28",7.5,100.0,
1279,42.0,Finance,Bachelors,West,Yes,20.4,"$9,800.76",5.9,,0.54
1021,32.0,Support,High School,West,No,13.6,"$6,571.19",7.4,78.9,
1171,28.0,Engineering,High School,East,Yes,7.1,"$9,487.33",7.4,50.9,
1402,50.0,Finance,High School,East,No,25.1,"$10,644.03",7.3,81.8,
1617,48.0,Support,Bachelors,North,Yes,28.9,"$10,568.23",6.2,89.1,6.31
1177,47.0,Engineering,Bachelors,East,No,27.8,"$12,574.64",6.8,62.3,0.39
1328,34.0,Marketing,Bachelors,South,No,12.9,"$7,350.07",6.6,85.2,
1199,34.0,Sales,High School,East,No,9.7,"$6,955.44",9.1,53.1,11.83
1471,47.0,Engineering,Masters,South,Yes,25.7,"$12,297.36",6.5,54.5,1.91
1627,19.0,Support,Bachelors,East,No,25.0,"$8,859.17",6.8,92.2,0.43
1267,32.0,Engineering,High School,South,No,0.9,"$9,198.02",6.7,64.3,0.34
1493,39.0,Support,Masters,East,Yes,17.8,"$7,605.36",6.2,95.3,
1131,22.0,Sales,Bachelors,West,No,1.4,"$5,546.33",7.1,,
1339,53.0,Sales,Bachelors,West,Yes,34.1,"$10,883.04",8.9,60.0,
1567,,Support,Bachelors,East,No,14.9,"$6,916.20",8.1,70.5,0.01
1490,37.0,Marketing,Masters,South,Yes,13.5,"$7,732.77",9.1,75.8,
1194,44.0,Finance,Bachelors,East,No,15.8,"$9,151.84",7.9,85.2,0.52
1141,51.0,Engineering,Bachelors,North,Yes,30.7,"$12,904.89",5.5,72.9,
1417,37.0,Sales,Bachelors,East,No,14.2,"$7,312.64",8.7,51.4,0.3
1477,28.0,Engineering,Bachelors,North,Yes,4.7,"$9,533.65",8.0,89.9,
1153,32.0,Sales,Masters,East,No,14.1,"$7,523.91",6.4,59.8,2.6
1599,29.0,HR,Masters,West,Yes,5.3,"$6,383.65",7.8,77.3,4.68
1011,29.0,Engineering,Bachelors,West,No,6.1,"$9,249.38",4.4,67.0,0.6
1270,48.0,Sales,Bachelors,North,Yes,27.2,"$9,060.87",7.5,,1.0
1097,,Engineering,Bachelors,North,Yes,27.2,"$12,531.87",6.1,,
1211,29.0,Support,Masters,East,Yes,4.8,"$5,290.27",6.4,72.2,1.95
1143,35.0,HR,Bachelors,East,Yes,9.8,"$6,756.88",8.3,98.5,
1570,48.0,Marketing,High School,East,No,22.7,"$9,213.74",7.2,81.7,3.11
1549,37.0,Support,Bachelors,West,Yes,17.9,"$7,779.29",6.9,66.0,
1631,52.0,HR,Bachelors,West,No,25.1,"$9,146.40",6.1,62.8,8.63
1533,,Engineering,High School,West,Yes,14.0,"$10,872.44",6.5,60.6,
1623,32.0,HR,Bachelors,West,No,6.8,"$7,193.22",6.9,67.9,0.28
1333,46.0,Support,Masters,North,Yes,23.0,"$8,119.08",7.1,55.7,
1076,34.0,Engineering,High School,East,No,15.5,"$11,177.26",6.0,,0.33
1078,22.0,Support,High School,West,Yes,0.9,"$4,544.92",8.5,,
1264,50.0,Sales,PhD,East,No,26.4,"$9,786.88",7.8,70.5,
1150,,Sales,Masters,West,No,13.5,"$7,022.36",4.3,46.6,0.44
1515,51.0,Engineering,High School,South,No,30.5,"$13,119.00",7.7,83.0,0.49
1634,35.0,Engineering,Masters,North,Yes,11.4,"$10,590.23",8.0,,4.41
1470,51.0,Marketing,Masters,North,No,33.4,"$10,833.00",4.9,55.3,6.53
1565,34.0,Marketing,Bachelors,North,No,6.2,"$6,798.19",6.2,87.3,0.11
1462,22.0,Sales,Bachelors,South,Yes,0.7,"$5,138.18",7.6,84.8,2.85
1254,45.0,Engineering,Bachelors,North,No,25.2,"$12,346.93",7.1,77.6,0.81
1370,24.0,Finance,Bachelors,East,No,0.5,"$6,905.40",7.8,75.7,0.55
1322,35.0,Engineering,High School,West,Yes,16.9,"$11,096.76",8.7,94.2,4.66
1152,43.0,Finance,Bachelors,North,No,18.8,"$9,282.09",6.9,61.5,
1303,35.0,Marketing,Bachelors,West,No,12.5,"$7,597.81",5.7,,5.99
1191,50.0,HR,High School,West,No,28.0,"$9,526.60",7.4,82.3,
1587,35.0,Sales,Bachelors,West,No,17.2,"$7,973.93",5.3,71.5,5.11
1349,40.0,Marketing,PhD,East,Yes,23.5,"$8,961.21",7.9,54.3,1.38
1244,44.0,Marketing,High School,South,No,24.5,"$9,597.36",9.5,,0.79
1088,50.0,Engineering,Bachelors,East,No,27.1,"$12,525.96",,92.4,
1608,47.0,Sales,Masters,West,Yes,22.1,"$8,651.82",6.4,89.4,7.11
1419,29.0,Sales,High School,East,No,5.3,"$6,230.98",6.4,73.6,0.43
1289,45.0,Marketing,Masters,North,No,21.0,"$8,761.78",7.5,71.2,0.14
1167,44.0,Finance,Masters,South,Yes,22.4,"$10,006.99",6.5,,0.49
1596,24.0,Engineering,Bachelors,North,Yes,6.6,"$9,438.50",,61.2,2.98
1626,37.0,Engineering,Bachelors,West,No,15.7,"$10,852.07",9.4,82.1,0.69
1156,,Support,High School,West,Yes,14.3,"$6,679.14",5.8,64.9,
1357,47.0,Support,PhD,North,Yes,20.5,"$8,165.73",8.6,52.4,2.55
1382,29.0,HR,Masters,North,No,8.9,"$6,549.82",7.4,90.3,0.98
1280,49.0,Finance,Masters,West,No,28.8,"$11,260.41",7.4,72.6,6.29
1127,44.0,Engineering,Masters,North,Yes,19.9,"$11,631.00",6.3,53.4,
1023,,HR,PhD,North,No,8.8,"$7,115.73",6.8,77.6,0.37
1283,41.0,Engineering,Bachelors,East,Yes,19.8,"$11,591.51",8.2,,1.02
1472,42.0,Engineering,High School,South,Yes,19.2,"$11,746.58",7.7,77.4,4.77
1368,42.0,Support,Masters,North,Yes,19.2,"$7,173.94",8.0,64.1,3.05
1026,29.0,Sales,Bachelors,East,Yes,8.7,"$6,402.40",8.6,56.5,
1197,35.0,Marketing,Bachelors,West,No,12.4,"$7,710.68",7.8,58.4,0.45
1065,24.0,Marketing,Masters,North,Yes,4.3,"$6,195.51",,88.6,0.54
1016,49.0,Engineering,Masters,East,No,29.5,"$13,050.95",7.0,48.0,0.28
1467,29.0,Marketing,High School,West,No,4.7,"$6,169.22",7.1,,1.78
1298,36.0,Finance,Masters,East,No,11.1,"$8,316.96",7.6,61.3,
1337,38.0,Sales,Bachelors,West,No,16.2,"$7,869.30",7.2,,
1027,,Engineering,PhD,West,Yes,19.2,"$11,237.05",7.6,65.0,
1589,33.0,Sales,Bachelors,North,No,15.1,"$7,655.70",7.0,,2.08
1044,22.0,Engineering,Bachelors,South,Yes,3.1,"$9,173.22",8.6,76.6,0.65
1498,22.0,Marketing,Masters,South,Yes,4.4,"$6,074.67",6.7,74.7,2.69
1516,30.0,Sales,Masters,South,No,11.2,"$6,951.86",7.5,41.0,
1639,,Support,Bachelors,West,Yes,39.8,"$10,386.29",4.5,,6.84
1562,,Engineering,Masters,West,No,18.0,"$11,117.31",7.7,50.1,7.06
1455,42.0,Sales,High School,West,Yes,20.8,"$8,577.81",5.9,91.9,2.28
1388,,HR,Bachelors,West,Yes,10.0,"$6,897.74",6.4,75.5,
1072,61.0,Engineering,Bachelors,West,Yes,34.2,"$13,620.68",6.4,,2.09
1543,54.0,Finance,Masters,South,No,29.2,"$11,029.45",4.1,75.7,1.84
1457,36.0,HR,High School,West,Yes,14.1,"$7,557.94",6.0,69.4,0.73
1432,40.0,Support,PhD,South,No,16.5,"$6,985.98",7.1,60.7,0.06
1628,50.0,Sales,High School,South,Yes,26.1,"$9,258.79",7.8,75.6,
1265,38.0,HR,PhD,North,No,10.1,"$6,909.37",10.0,,
1210,36.0,Marketing,Bachelors,North,Yes,15.4,"$7,993.44",,76.3,2.73
1317,42.0,Engineering,PhD,East,No,22.5,"$11,938.13",5.7,77.4,3.18
1514,60.0,Engineering,Bachelors,West,No,42.6,"$14,829.72",7.9,69.9,
1314,44.0,Engineering,High School,North,Yes,23.1,"$11,977.97",6.1,79.9,
1535,46.0,Sales,Bachelors,East,Yes,24.1,"$8,842.43",8.5,83.5,
1320,38.0,HR,Bachelors,South,No,16.3,"$7,965.37",6.7,,0.5
1008,26.0,Support,Bachelors,South,No,1.7,"$5,308.36",4.3,58.9,
1394,31.0,Support,Masters,West,No,9.9,"$6,205.37",6.6,60.6,1.97
1142,48.0,Engineering,Bachelors,North,No,27.9,"$12,770.57",9.0,44.3,
1087,41.0,Support,Bachelors,North,Yes,19.1,"$7,374.98",6.7,74.8,11.15
1479,49.0,Marketing,Masters,North,No,29.4,"$10,869.55",6.0,73.8,0.3
1504,55.0,Marketing,Bachelors,South,Yes,35.9,"$11,013.39",6.8,68.8,2.69
